               1.8230E-01 1.8150E-01 1.8070E-01 1.7990E-01
    2    4     3.7665E+00 4.9740E-01 4.8470E-01 4.7630E-01 4.7200E-01 4.7070E-01
               4.7120E-01 4.7280E-01 4.7500E-01 4.7740E-01 4.7980E-01 4.8210E-01
               4.8420E-01 4.8610E-01 4.8780E-01 4.8930E-01 4.9140E-01 4.9280E-01
               4.9340E-01 4.9330E-01 4.9280E-01 4.9180E-01 4.9050E-01 4.8890E-01
               4.8710E-01 4.8510E-01 4.8300E-01 4.8070E-01
    2    5     1.5100E-02 1.0796E+00 1.0508E+00 1.0315E+00 1.0206E+00 1.0159E+00
               1.0152E+00 1.0170E+00 1.0201E+00 1.0238E+00 1.0278E+00 1.0317E+00
               1.0353E+00 1.0386E+00 1.0415E+00 1.0440E+00 1.0477E+00 1.0500E+00
               1.0508E+00 1.0504E+00 1.0491E+00 1.0469E+00 1.0441E+00 1.0407E+00
               1.0369E+00 1.0327E+00 1.0283E+00 1.0237E+00
    2    6     8.8120E-01 8.7390E-01 8.7410E-01 8.7930E-01 8.8700E-01 8.9590E-01
               9.0520E-01 9.1430E-01 9.2290E-01 9.3090E-01 9.3820E-01 9.4490E-01
               9.5090E-01 9.5620E-01 9.6100E-01 9.6520E-01 9.7230E-01 9.7780E-01
               9.8220E-01 9.8560E-01 9.8820E-01 9.9020E-01 9.9170E-01 9.9290E-01
               9.9380E-01 9.9450E-01 9.9500E-01 9.9530E-01
    2    7     2.7251E+00 2.7291E+00 2.7453E+00 2.7685E+00 2.7961E+00 2.8260E+00
               2.8568E+00 2.8877E+00 2.9180E+00 2.9475E+00 2.9759E+00 3.0032E+00
               3.0294E+00 3.0545E+00 3.0785E+00 3.1016E+00 3.1451E+00 3.1856E+00
               3.2234E+00 3.2589E+00 3.2925E+00 3.3244E+00 3.3547E+00 3.3837E+00
               3.4115E+00 3.4381E+00 3.4637E+00 3.4884E+00
    2    8     1.5831E+00 1.4292E+00 1.3830E+00 1.3689E+00 1.3660E+00 1.3674E+00
               1.3706E+00 1.3746E+00 1.3790E+00 1.3836E+00 1.3883E+00 1.3932E+00
               1.3983E+00 1.4035E+00 1.4089E+00 1.4144E+00 1.4260E+00 1.4381E+00
               1.4508E+00 1.4639E+00 1.4774E+00 1.4912E+00 1.5052E+00 1.5194E+00
               1.5337E+00 1.5480E+00 1.5624E+00 1.5767E+00
    2    9     6.6890E-01 6.8000E-01 6.9160E-01 7.0290E-01 7.1380E-01 7.2440E-01
               7.3470E-01 7.4480E-01 7.5460E-01 7.6420E-01 7.7360E-01 7.8270E-01
               7.9170E-01 8.0050E-01 8.0920E-01 8.1760E-01 8.3390E-01 8.4960E-01
               8.6470E-01 8.7920E-01 8.9320E-01 9.0680E-01 9.1990E-01 9.3260E-01
               9.4490E-01 9.5680E-01 9.6830E-01 9.7950E-01
    2   10     2.9904E+00 3.0363E+00 3.0851E+00 3.1343E+00 3.1830E+00 3.2309E+00
               3.2779E+00 3.3240E+00 3.3691E+00 3.4134E+00 3.4567E+00 3.4992E+00
               3.5409E+00 3.5818E+00 3.6218E+00 3.6611E+00 3.7375E+00 3.8110E+00
               3.8821E+00 3.9507E+00 4.0172E+00 4.0816E+00 4.1442E+00 4.2049E+00
               4.2639E+00 4.3213E+00 4.3770E+00 4.4311E+00
    3    4     3.0240E-01 6.1370E-01 6.2000E-01 6.3580E-01 6.5990E-01 6.8960E-01
               7.2240E-01 7.5640E-01 7.9050E-01 8.2370E-01 8.5550E-01 8.8550E-01
               9.1370E-01 9.4000E-01 9.6440E-01 9.8690E-01 1.0269E+00 1.0609E+00
               1.0898E+00 1.1143E+00 1.1353E+00 1.1533E+00 1.1688E+00 1.1821E+00
               1.1938E+00 1.2039E+00 1.2128E+00 1.2207E+00
    3    5     1.0600E-01 6.7480E-01 6.8950E-01 7.0780E-01 7.3020E-01 7.5540E-01
               7.8150E-01 8.0700E-01 8.3110E-01 8.5330E-01 8.7330E-01 8.9100E-01
               9.0670E-01 9.2030E-01 9.3210E-01 9.4230E-01 9.5860E-01 9.7050E-01
               9.7890E-01 9.8480E-01 9.8880E-01 9.9140E-01 9.9290E-01 9.9370E-01
               9.9390E-01 9.9360E-01 9.9310E-01 9.9240E-01
    3    6     4.1890E-01 4.2790E-01 4.3460E-01 4.4040E-01 4.4590E-01 4.5130E-01
               4.5640E-01 4.6140E-01 4.6620E-01 4.7080E-01 4.7520E-01 4.7930E-01
               4.8320E-01 4.8690E-01 4.9040E-01 4.9360E-01 4.9950E-01 5.0460E-01
               5.0900E-01 5.1290E-01 5.1610E-01 5.1900E-01 5.2140E-01 5.2340E-01
               5.2510E-01 5.2660E-01 5.2780E-01 5.2880E-01
    3    7     2.3020E-01 2.3790E-01 2.4400E-01 2.4950E-01 2.5440E-01 2.5890E-01
               2.6300E-01 2.6690E-01 2.7040E-01 2.7380E-01 2.7690E-01 2.7970E-01
               2.8240E-01 2.8500E-01 2.8730E-01 2.8960E-01 2.9360E-01 2.9710E-01
               3.0020E-01 3.0290E-01 3.0530E-01 3.0740E-01 3.0920E-01 3.1080E-01
               3.1220E-01 3.1340E-01 3.1450E-01 3.1550E-01
    3    8     6.4200E-02 6.2900E-02 6.4200E-02 6.6000E-02 6.7700E-02 6.9300E-02
               7.0500E-02 7.1600E-02 7.2500E-02 7.3200E-02 7.3800E-02 7.4300E-02
               7.4800E-02 7.5100E-02 7.5500E-02 7.5800E-02 7.6200E-02 7.6600E-02
               7.7000E-02 7.7300E-02 7.7600E-02 7.7900E-02 7.8100E-02 7.8400E-02
               7.8700E-02 7.9100E-02 7.9400E-02 7.9700E-02
    3    9     7.4200E-02 8.1500E-02 9.1700E-02 1.0290E-01 1.1290E-01 1.2120E-01
               1.2770E-01 1.3270E-01 1.3660E-01 1.3960E-01 1.4200E-01 1.4380E-01
               1.4520E-01 1.4620E-01 1.4690E-01 1.4750E-01 1.4800E-01 1.4790E-01
               1.4750E-01 1.4680E-01 1.4600E-01 1.4500E-01 1.4400E-01 1.4300E-01
               1.4190E-01 1.4090E-01 1.3990E-01 1.3890E-01
    3   10     7.9800E-02 9.7400E-02 1.1650E-01 1.3220E-01 1.4430E-01 1.5320E-01
               1.5990E-01 1.6480E-01 1.6860E-01 1.7150E-01 1.7370E-01 1.7530E-01
               1.7660E-01 1.7760E-01 1.7840E-01 1.7890E-01 1.7950E-01 1.7970E-01
               1.7950E-01 1.7900E-01 1.7840E-01 1.7770E-01 1.7690E-01 1.7610E-01
               1.7530E-01 1.7440E-01 1.7360E-01 1.7270E-01
    4    5     1.2890E-01 1.5265E+00 1.5521E+00 1.5926E+00 1.6474E+00 1.7117E+00
               1.7804E+00 1.8499E+00 1.9176E+00 1.9818E+00 2.0417E+00 2.0969E+00
               2.1473E+00 2.1932E+00 2.2347E+00 2.2721E+00 2.3361E+00 2.3880E+00
               2.4300E+00 2.4641E+00 2.4918E+00 2.5145E+00 2.5332E+00 2.5486E+00
               2.5614E+00 2.5721E+00 2.5810E+00 2.5885E+00
    4    6     6.4670E-01 6.6190E-01 6.7340E-01 6.8350E-01 6.9290E-01 7.0190E-01
               7.1050E-01 7.1870E-01 7.2660E-01 7.3410E-01 7.4110E-01 7.4780E-01
               7.5410E-01 7.6000E-01 7.6560E-01 7.7080E-01 7.8030E-01 7.8850E-01
               7.9570E-01 8.0190E-01 8.0720E-01 8.1180E-01 8.1580E-01 8.1910E-01
               8.2200E-01 8.2450E-01 8.2650E-01 8.2830E-01
    4    7     6.5160E-01 6.6970E-01 6.8380E-01 6.9630E-01 7.0780E-01 7.1840E-01
               7.2850E-01 7.3790E-01 7.4680E-01 7.5510E-01 7.6300E-01 7.7030E-01
               7.7730E-01 7.8370E-01 7.8980E-01 7.9550E-01 8.0590E-01 8.1490E-01
               8.2280E-01 8.2970E-01 8.3570E-01 8.4080E-01 8.4530E-01 8.4920E-01
               8.5260E-01 8.5560E-01 8.5810E-01 8.6030E-01
    4    8     1.2840E-01 1.2590E-01 1.2830E-01 1.3200E-01 1.3550E-01 1.3850E-01
               1.4110E-01 1.4320E-01 1.4490E-01 1.4640E-01 1.4760E-01 1.4870E-01
               1.4950E-01 1.5030E-01 1.5100E-01 1.5150E-01 1.5250E-01 1.5330E-01
               1.5400E-01 1.5460E-01 1.5520E-01 1.5570E-01 1.5630E-01 1.5690E-01
               1.5750E-01 1.5810E-01 1.5880E-01 1.5950E-01
    4    9     1.2090E-01 1.3670E-01 1.5670E-01 1.7640E-01 1.9320E-01 2.0670E-01
               2.1710E-01 2.2520E-01 2.3140E-01 2.3620E-01 2.3980E-01 2.4270E-01
               2.4480E-01 2.4650E-01 2.4770E-01 2.4850E-01 2.4940E-01 2.4940E-01
               2.4880E-01 2.4780E-01 2.4660E-01 2.4510E-01 2.4360E-01 2.4200E-01
               2.4040E-01 2.3880E-01 2.3730E-01 2.3570E-01
    4   10     1.8710E-01 2.2100E-01 2.5980E-01 2.9390E-01 3.2120E-01 3.4210E-01
               3.5790E-01 3.6990E-01 3.7910E-01 3.8610E-01 3.9140E-01 3.9560E-01
               3.9880E-01 4.0120E-01 4.0290E-01 4.0420E-01 4.0560E-01 4.0580E-01
               4.0520E-01 4.0390E-01 4.0230E-01 4.0040E-01 3.9830E-01 3.9620E-01
               3.9400E-01 3.9180E-01 3.8960E-01 3.8750E-01
    5    6     4.9230E-01 5.0810E-01 5.2070E-01 5.3180E-01 5.4190E-01 5.5120E-01
               5.5980E-01 5.6780E-01 5.7520E-01 5.8210E-01 5.8860E-01 5.9460E-01
               6.0030E-01 6.0560E-01 6.1050E-01 6.1520E-01 6.2360E-01 6.3100E-01
               6.3750E-01 6.4310E-01 6.4810E-01 6.5240E-01 6.5620E-01 6.5950E-01
               6.6240E-01 6.6500E-01 6.6730E-01 6.6930E-01
    5    7     1.4552E+00 1.4892E+00 1.5151E+00 1.5379E+00 1.5591E+00 1.5793E+00
               1.5986E+00 1.6171E+00 1.6348E+00 1.6516E+00 1.6676E+00 1.6826E+00
               1.6968E+00 1.7101E+00 1.7226E+00 1.7343E+00 1.7556E+00 1.7741E+00
               1.7902E+00 1.8042E+00 1.8162E+00 1.8266E+00 1.8355E+00 1.8431E+00
               1.8496E+00 1.8551E+00 1.8597E+00 1.8636E+00
    5    8     1.9260E-01 1.8880E-01 1.9250E-01 1.9790E-01 2.0320E-01 2.0780E-01
               2.1160E-01 2.1480E-01 2.1740E-01 2.1960E-01 2.2140E-01 2.2300E-01
               2.2430E-01 2.2540E-01 2.2640E-01 2.2730E-01 2.2870E-01 2.2990E-01
               2.3100E-01 2.3190E-01 2.3270E-01 2.3360E-01 2.3440E-01 2.3530E-01
               2.3620E-01 2.3720E-01 2.3820E-01 2.3920E-01
    5    9     1.1290E-01 1.3950E-01 1.6800E-01 1.9100E-01 2.0820E-01 2.2090E-01
               2.3030E-01 2.3720E-01 2.4240E-01 2.4640E-01 2.4940E-01 2.5180E-01
               2.5360E-01 2.5500E-01 2.5600E-01 2.5680E-01 2.5760E-01 2.5790E-01
               2.5760E-01 2.5710E-01 2.5630E-01 2.5540E-01 2.5430E-01 2.5320E-01
               2.5200E-01 2.5090E-01 2.4970E-01 2.4860E-01
    5   10     3.4910E-01 3.9710E-01 4.5660E-01 5.1440E-01 5.6340E-01 6.0230E-01
               6.3240E-01 6.5550E-01 6.7320E-01 6.8690E-01 6.9750E-01 7.0560E-01
               7.1180E-01 7.1650E-01 7.1990E-01 7.2230E-01 7.2480E-01 7.2490E-01
               7.2330E-01 7.2060E-01 7.1700E-01 7.1300E-01 7.0860E-01 7.0410E-01
               6.9950E-01 6.9500E-01 6.9050E-01 6.8620E-01
    6    7     2.1560E+00 2.0820E+00 2.0259E+00 1.9846E+00 1.9552E+00 1.9344E+00
               1.9195E+00 1.9086E+00 1.9004E+00 1.8940E+00 1.8889E+00 1.8848E+00
               1.8813E+00 1.8784E+00 1.8758E+00 1.8735E+00 1.8696E+00 1.8663E+00
               1.8633E+00 1.8603E+00 1.8574E+00 1.8544E+00 1.8513E+00 1.8481E+00
               1.8448E+00 1.8415E+00 1.8381E+00 1.8346E+00
    6    8     5.7860E-01 5.6920E-01 5.9040E-01 6.1220E-01 6.2980E-01 6.4320E-01
               6.5310E-01 6.6040E-01 6.6570E-01 6.6940E-01 6.7200E-01 6.7380E-01
               6.7500E-01 6.7570E-01 6.7610E-01 6.7640E-01 6.7640E-01 6.7620E-01
               6.7590E-01 6.7560E-01 6.7530E-01 6.7510E-01 6.7500E-01 6.7500E-01
               6.7500E-01 6.7520E-01 6.7530E-01 6.7550E-01
    6    9     2.3640E-01 2.4060E-01 2.4520E-01 2.4970E-01 2.5450E-01 2.6000E-01
               2.6640E-01 2.7380E-01 2.8220E-01 2.9120E-01 3.0070E-01 3.1040E-01
               3.2010E-01 3.2980E-01 3.3920E-01 3.4830E-01 3.6540E-01 3.8080E-01
               3.9440E-01 4.0650E-01 4.1700E-01 4.2610E-01 4.3410E-01 4.4100E-01
               4.4700E-01 4.5220E-01 4.5670E-01 4.6060E-01
    6   10     6.3870E-01 6.4310E-01 6.4980E-01 6.5480E-01 6.5850E-01 6.6220E-01
               6.6640E-01 6.7130E-01 6.7700E-01 6.8320E-01 6.8990E-01 6.9690E-01
               7.0400E-01 7.1110E-01 7.1810E-01 7.2500E-01 7.3800E-01 7.5000E-01
               7.6080E-01 7.7050E-01 7.7910E-01 7.8680E-01 7.9350E-01 7.9940E-01
               8.0460E-01 8.0920E-01 8.1320E-01 8.1670E-01
    7    8     8.6790E-01 8.5380E-01 8.8560E-01 9.1830E-01 9.4470E-01 9.6480E-01
               9.7970E-01 9.9060E-01 9.9850E-01 1.0041E+00 1.0080E+00 1.0107E+00
               1.0125E+00 1.0136E+00 1.0142E+00 1.0145E+00 1.0146E+00 1.0143E+00
               1.0138E+00 1.0133E+00 1.0129E+00 1.0127E+00 1.0125E+00 1.0125E+00
               1.0125E+00 1.0127E+00 1.0129E+00 1.0133E+00
    7    9     4.9290E-01 4.9580E-01 5.0070E-01 5.0400E-01 5.0640E-01 5.0850E-01
               5.1090E-01 5.1380E-01 5.1710E-01 5.2080E-01 5.2480E-01 5.2900E-01
               5.3330E-01 5.3760E-01 5.4190E-01 5.4610E-01 5.5410E-01 5.6150E-01
               5.6830E-01 5.7440E-01 5.7980E-01 5.8460E-01 5.8890E-01 5.9270E-01
               5.9600E-01 5.9890E-01 6.0160E-01 6.0380E-01
    7   10     8.1980E-01 8.2970E-01 8.4180E-01 8.5260E-01 8.6310E-01 8.7470E-01
               8.8830E-01 9.0400E-01 9.2160E-01 9.4080E-01 9.6110E-01 9.8190E-01
               1.0028E+00 1.0236E+00 1.0440E+00 1.0638E+00 1.1010E+00 1.1346E+00
               1.1646E+00 1.1911E+00 1.2144E+00 1.2347E+00 1.2525E+00 1.2679E+00
               1.2814E+00 1.2931E+00 1.3033E+00 1.3122E+00
    8    9     9.1700E-02 9.2900E-02 9.2800E-02 9.2500E-02 9.2200E-02 9.2100E-02
               9.2000E-02 9.2100E-02 9.2300E-02 9.2600E-02 9.2900E-02 9.3300E-02
               9.3700E-02 9.4100E-02 9.4500E-02 9.5000E-02 9.5900E-02 9.6900E-02
               9.7900E-02 9.8900E-02 1.0000E-01 1.0110E-01 1.0230E-01 1.0340E-01
               1.0470E-01 1.0590E-01 1.0720E-01 1.0840E-01
    8   10     1.8340E-01 1.8570E-01 1.8570E-01 1.8500E-01 1.8440E-01 1.8410E-01
               1.8410E-01 1.8430E-01 1.8470E-01 1.8520E-01 1.8580E-01 1.8650E-01
               1.8730E-01 1.8810E-01 1.8900E-01 1.8990E-01 1.9180E-01 1.9370E-01
               1.9570E-01 1.9780E-01 2.0000E-01 2.0220E-01 2.0450E-01 2.0690E-01
               2.0930E-01 2.1180E-01 2.1430E-01 2.1690E-01
    9   10     7.6520E-01 7.9320E-01 8.2750E-01 8.5610E-01 8.7790E-01 8.9460E-01
               9.0810E-01 9.1950E-01 9.2980E-01 9.3930E-01 9.4830E-01 9.5690E-01
               9.6520E-01 9.7310E-01 9.8080E-01 9.8820E-01 1.0020E+00 1.0146E+00
               1.0261E+00 1.0365E+00 1.0459E+00 1.0545E+00 1.0624E+00 1.0697E+00
               1.0764E+00 1.0827E+00 1.0886E+00 1.0941E+00
 1 2 2.29-6
 1 3 5.53+1
 1 4 1.71
 2 3 6.55+1
 2 4 5.24
 2 5 4.32+1
 1 6 2.42+8
 2 7 2.88+8
 2 6 4.78+7
 1 8 7.74+8
 2 8 1.53+9
 1 9 2.74+9
 1 10 6.86+8
 2 9 1.38+9
 2 10 3.43+9
 3 4 2.39-7
 3 5 0.0
 4 5 3.67-7
 1 5 0.0
 1 7 0.0
 3 6 0.0
 3 7 0.0
 3 8 0.0
 3 9 0.0
 3 10 0.0
 4 6 0.0
 4 7 0.0
 4 8 0.0
 4 9 0.0
 4 10 0.0
 5 6 0.0
 5 7 0.0
 5 8 0.0
 5 9 0.0
 5 10 0.0
 6 7 0.0
 6 8 0.0
 6 9 0.0
 6 10 0.0
 7 8 0.0
 7 9 0.0
 7 10 0.0
 8 9 0.0
 8 10 0.0
 9 10 0.0
1 2 0.0
2 4 64.0
3 2 43003.7
4 4 43025.7
5 6 43054.0
6 4  74933.1
7 6 74930.6
8 2 96494.2
9 2 110624.6
10 4 110666.0
